,algo,family_lable,ari,fmi,homogeneity,completeness,v_measure,tp,fp,fn,tn,family_size,re_size
186,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Sulfolobus,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
173,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Methylococcus,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
165,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Fischerella,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
164,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Eubacterium,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
144,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Aeropyrum,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
158,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Corynebacterium,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
42,<class 'sklearn.cluster._dbscan.DBSCAN'>,Sulfolobus,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
149,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Arthrospira,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
2,<class 'sklearn.cluster._dbscan.DBSCAN'>,Agrobacterium,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
146,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Agrobacterium,-0.030688622754491017,0.8838403212710657,0.021183606185823278,0.006373772059346194,0.009799152591525005,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,51,1
169,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Helicobacter,0.029613467578923327,0.8831080913555259,0.006452432125820613,0.0024119637758184707,0.0035113577340400563,0.004866180048661801,0.021897810218978103,0.09732360097323602,0.8759124087591241,411,11
29,<class 'sklearn.cluster._dbscan.DBSCAN'>,Methylococcus,0.19123693175143897,0.8829621891004893,0.4167331755524075,0.1005590683364424,0.16202175993746998,0.0196078431372549,0.0,0.11764705882352941,0.8627450980392157,51,1
151,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Bacteroides,0.17456966547580383,0.8813737573513271,0.11279267219407388,0.051416315273686154,0.07063418005948861,0.019230769230769232,0.019230769230769232,0.09615384615384616,0.8653846153846154,52,2
166,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Flavobacterium,0.17456966547580383,0.8813737573513271,0.11279267219407388,0.051416315273686154,0.07063418005948861,0.019230769230769232,0.019230769230769232,0.09615384615384616,0.8653846153846154,52,2
175,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Mycoplasma,0.17456966547580383,0.8813737573513271,0.11279267219407388,0.051416315273686154,0.07063418005948861,0.019230769230769232,0.019230769230769232,0.09615384615384616,0.8653846153846154,52,2
89,<class 'sklearn.ensemble._iforest.IsolationForest'>,Streptomyces,0.3388125619064266,0.8812978148751368,0.48193642528585223,0.20035341199468845,0.2830398516718391,0.044585987261146494,0.0,0.11464968152866242,0.8407643312101911,157,7
154,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Chlorella,0.2932460797629337,0.8792900662596095,0.1490920873335172,0.11285679282532533,0.12846823244207764,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.8518518518518519,54,4
178,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Pseudomonas,0.2932460797629337,0.8792900662596095,0.1490920873335172,0.11285679282532533,0.12846823244207764,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.8518518518518519,54,4
163,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Escherichia,0.15946913298917673,0.8786469309726235,0.06553166360545747,0.04012933371256025,0.0497769671745131,0.018957345971563982,0.03317535545023697,0.08530805687203792,0.8625592417061612,211,11
87,<class 'sklearn.ensemble._iforest.IsolationForest'>,Sphaerotilus,0.3866739900376901,0.8778536245155478,0.5030892721804947,0.2401984273146218,0.3251533748202609,0.05660377358490566,0.0,0.11320754716981132,0.8301886792452831,53,3
157,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Clostridium,-0.0375148760584774,0.8734940058566528,0.023985218397299682,0.0086615974396757,0.012727140514868713,0.0,0.025974025974025976,0.1038961038961039,0.8701298701298701,154,4
148,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Arthrobacter,-0.0375148760584774,0.8734940058566528,0.023985218397299682,0.0086615974396757,0.012727140514868713,0.0,0.025974025974025976,0.1038961038961039,0.8701298701298701,154,4
32,<class 'sklearn.cluster._dbscan.DBSCAN'>,Neisseria,0.33245375831824775,0.871501570154437,0.3530758520562438,0.1761827844411918,0.235068008132605,0.014925373134328358,0.05223880597014925,0.09701492537313433,0.835820895522388,268,18
21,<class 'sklearn.cluster._dbscan.DBSCAN'>,Fischerella,-0.030708661417322834,0.8661085232276111,0.025698893821255796,0.006847325363367009,0.010813464167653667,0.0,0.0196078431372549,0.11764705882352941,0.8627450980392157,51,1
180,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Rhodobacter,-0.030708661417322834,0.8661085232276111,0.025698893821255796,0.006847325363367009,0.010813464167653667,0.0,0.0196078431372549,0.11764705882352941,0.8627450980392157,51,1
31,<class 'sklearn.cluster._dbscan.DBSCAN'>,Mycoplasma,-0.051559628408146825,0.865518723145527,0.02434732630227051,0.012538942970179568,0.0165530286473585,0.0,0.038461538461538464,0.09615384615384616,0.8653846153846154,52,2
71,<class 'sklearn.ensemble._iforest.IsolationForest'>,Frankia,0.16080777860882572,0.8652250534546901,0.38760917830812613,0.08610752365469332,0.14091150407680916,0.0196078431372549,0.0,0.13725490196078433,0.8431372549019608,51,1
94,<class 'sklearn.ensemble._iforest.IsolationForest'>,Thermus,0.24397586005726946,0.8651775751910288,0.42741873193962354,0.1389852175018282,0.20976155085629314,0.033816425120772944,0.0,0.13526570048309178,0.8309178743961353,207,7
33,<class 'sklearn.cluster._dbscan.DBSCAN'>,Nocardia,0.21881353249820434,0.8651758418654288,0.4159648443156446,0.12228901611102179,0.18901093067056585,0.02912621359223301,0.0,0.13592233009708737,0.8349514563106796,103,3
168,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Haemophilus,0.1739504446008219,0.864681921296602,0.059562030222914765,0.04683585498894389,0.0524378582302237,0.024691358024691357,0.04938271604938271,0.08024691358024691,0.845679012345679,162,12
176,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Neisseria,0.08784871010596815,0.8593137949514248,0.018804146280886388,0.01417224989139423,0.01616289777056148,0.014925373134328358,0.05223880597014925,0.08582089552238806,0.8470149253731343,268,18
47,<class 'sklearn.cluster._dbscan.DBSCAN'>,Xanthomonas,0.1711266028663021,0.8534585243201244,0.14425068536672273,0.045588645935186814,0.06928167494051227,0.019230769230769232,0.019230769230769232,0.09615384615384616,0.8653846153846154,208,8
46,<class 'sklearn.cluster._dbscan.DBSCAN'>,Thermus,0.2345176507335824,0.8515387435185459,0.5153701066603746,0.12253812347894807,0.19799865492726051,0.033816425120772944,0.0,0.08695652173913043,0.8792270531400966,207,7
61,<class 'sklearn.ensemble._iforest.IsolationForest'>,Clostridium,0.024530135482021907,0.8445387262657297,0.0076364300965323815,0.002181915062372988,0.0033940631706697987,0.006493506493506494,0.01948051948051948,0.14285714285714285,0.8311688311688312,154,4
184,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Streptococcus,-0.06795582871133764,0.8401412990524931,0.029137437566274186,0.020954926639213358,0.02437788179257259,0.0,0.0625,0.1,0.8375,320,20
30,<class 'sklearn.cluster._dbscan.DBSCAN'>,Moraxella,0.3464974982130093,0.8378265945976596,0.4643192810794364,0.23145747414196582,0.30892140959742714,0.07407407407407407,0.0,0.14814814814814814,0.7777777777777778,54,4
12,<class 'sklearn.cluster._dbscan.DBSCAN'>,Citrobacter,0.34154883901932803,0.8364354502155553,0.28480758549359114,0.17338579363136494,0.2155491174374741,0.07272727272727272,0.01818181818181818,0.12727272727272726,0.7818181818181819,55,5
66,<class 'sklearn.ensemble._iforest.IsolationForest'>,Enterobacter,0.38578311662596526,0.8348210990982834,0.48304223678623703,0.2690894500871971,0.3456351384583295,0.09090909090909091,0.0,0.14545454545454545,0.7636363636363637,55,5
8,<class 'sklearn.cluster._dbscan.DBSCAN'>,Bifidobacterium,0.048010479046228204,0.834767144115443,0.05831848987705575,0.014365230439266324,0.023052164702301203,0.009708737864077669,0.019417475728155338,0.08737864077669903,0.883495145631068,103,3
64,<class 'sklearn.ensemble._iforest.IsolationForest'>,Desulfovibrio,0.11715560472645163,0.83347567801242,0.33952496221652106,0.06620737684281065,0.11080732274448088,0.0196078431372549,0.0,0.17647058823529413,0.803921568627451,102,2
86,<class 'sklearn.ensemble._iforest.IsolationForest'>,Shewanella,0.11649862511457379,0.8315678045512104,0.33952496221652345,0.06620737684281167,0.11080732274448242,0.0196078431372549,0.0,0.17647058823529413,0.803921568627451,51,1
84,<class 'sklearn.ensemble._iforest.IsolationForest'>,Rhodobacter,0.11649862511457379,0.8315678045512104,0.33952496221652345,0.06620737684281167,0.11080732274448242,0.0196078431372549,0.0,0.17647058823529413,0.803921568627451,51,1
50,<class 'sklearn.ensemble._iforest.IsolationForest'>,Agrobacterium,0.11649862511457379,0.8315678045512104,0.33952496221652345,0.06620737684281167,0.11080732274448242,0.0196078431372549,0.0,0.17647058823529413,0.803921568627451,51,1
34,<class 'sklearn.cluster._dbscan.DBSCAN'>,Pseudomonas,0.17648187224247075,0.8239640807781841,0.09184092010490771,0.05382350481585838,0.06787107021152503,0.037037037037037035,0.037037037037037035,0.12962962962962962,0.7962962962962963,54,4
95,<class 'sklearn.ensemble._iforest.IsolationForest'>,Xanthomonas,0.08601649185355491,0.819395756019025,0.06150795896788435,0.020778526473888212,0.03106329664968819,0.019230769230769232,0.019230769230769232,0.16826923076923078,0.7932692307692307,208,8
9,<class 'sklearn.cluster._dbscan.DBSCAN'>,Brevibacterium,0.09987085665088248,0.8157229223856225,0.3191738423312118,0.05907845268009641,0.09970221986531673,0.0196078431372549,0.0,0.19607843137254902,0.7843137254901961,51,1
88,<class 'sklearn.ensemble._iforest.IsolationForest'>,Streptococcus,0.002600726022652933,0.8156765221288063,4.4750114144814535e-05,2.5411408249101325e-05,3.241558566369923e-05,0.009375,0.053125,0.134375,0.803125,320,20
81,<class 'sklearn.ensemble._iforest.IsolationForest'>,Nocardia,0.13982255840243377,0.8155136700473498,0.3434286784196761,0.0851639111693037,0.13648266522747501,0.02912621359223301,0.0,0.1941747572815534,0.7766990291262136,103,3
147,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Anabaena,-0.07976293369551797,0.8152190738955344,0.034412660271568175,0.026049018028360408,0.02965236933619754,0.0,0.07407407407407407,0.1111111111111111,0.8148148148148148,54,4
171,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Lactococcus,-0.08304049420258265,0.8112639652899177,0.03305265142814905,0.03097372536331339,0.03197943719974265,0.0,0.09090909090909091,0.1,0.8090909090909091,110,10
80,<class 'sklearn.ensemble._iforest.IsolationForest'>,Neisseria,0.1554693103014743,0.8106596751105505,0.0957563278548769,0.047923724895612245,0.06387803769950313,0.03731343283582089,0.029850746268656716,0.15671641791044777,0.7761194029850746,268,18
73,<class 'sklearn.ensemble._iforest.IsolationForest'>,Helicobacter,0.059824871427601956,0.8105453535026784,0.06199726685313837,0.014998328368726154,0.02415346913151361,0.014598540145985401,0.012165450121654502,0.1922141119221411,0.781021897810219,411,11
74,<class 'sklearn.ensemble._iforest.IsolationForest'>,Klebsiella,0.09323581951215423,0.8102715038515051,0.30971548344854555,0.05599856224099336,0.09484799384279614,0.0196078431372549,0.0,0.20588235294117646,0.7745098039215687,102,2
52,<class 'sklearn.ensemble._iforest.IsolationForest'>,Arthrobacter,0.08011448916192537,0.8021309786996907,0.13679199290838914,0.030743757619945508,0.050204208487591565,0.01948051948051948,0.006493506493506494,0.2077922077922078,0.7662337662337663,154,4
69,<class 'sklearn.ensemble._iforest.IsolationForest'>,Fischerella,-0.02841429880843263,0.8014526153676969,0.04483591126959422,0.008743003913873719,0.014632642201502092,0.0,0.0196078431372549,0.19607843137254902,0.7843137254901961,51,1
56,<class 'sklearn.ensemble._iforest.IsolationForest'>,Bifidobacterium,0.02372875628652473,0.8012931037831442,0.010420898032865838,0.0027135415173292344,0.004305861601778969,0.009708737864077669,0.019417475728155338,0.1941747572815534,0.7766990291262136,103,3
150,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Bacillus,-0.07093878307065,0.801070215347033,0.018386741113376043,0.01886805870805866,0.018624290692199716,0.0019880715705765406,0.10337972166998012,0.09940357852882704,0.7952286282306164,503,53
172,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Methanocaldococcus,-0.08761576175776285,0.8006263333730135,0.03624737285782633,0.032042727608605194,0.03401560949765492,0.0,0.09090909090909091,0.10909090909090909,0.8,55,5
92,<class 'sklearn.ensemble._iforest.IsolationForest'>,Thermoplasma,0.08579809337570277,0.8005864881025361,0.3006782061690191,0.0531862715976349,0.09038461751077799,0.0196078431372549,0.0,0.21568627450980393,0.7647058823529411,51,1
77,<class 'sklearn.ensemble._iforest.IsolationForest'>,Methylococcus,0.08579809337570277,0.8005864881025361,0.3006782061690191,0.0531862715976349,0.09038461751077799,0.0196078431372549,0.0,0.21568627450980393,0.7647058823529411,51,1
93,<class 'sklearn.ensemble._iforest.IsolationForest'>,Thermotoga,0.08023958627636445,0.7956983826217061,0.2920260886363456,0.05060849648510717,0.08626683891279346,0.0196078431372549,0.0,0.22549019607843138,0.7549019607843137,102,2
11,<class 'sklearn.cluster._dbscan.DBSCAN'>,Chlorobium,0.04337659632132136,0.7877225010096922,0.1997326926408739,0.025704456136976896,0.04554724245706969,0.0,0.0196078431372549,0.09803921568627451,0.8823529411764706,102,2
91,<class 'sklearn.ensemble._iforest.IsolationForest'>,Thermococcus,-0.02746448557899268,0.7870490257199462,0.04991572095310864,0.009239302120694964,0.015592468821546548,0.0,0.0196078431372549,0.21568627450980393,0.7647058823529411,51,1
15,<class 'sklearn.cluster._dbscan.DBSCAN'>,Deinococcus,0.07373486494877367,0.7861995275653009,0.28372762067795226,0.04823735533003574,0.08245610859417078,0.0196078431372549,0.0,0.23529411764705882,0.7450980392156863,51,1
1,<class 'sklearn.cluster._dbscan.DBSCAN'>,Agmenellum,0.07373486494877367,0.7861995275653009,0.28372762067795226,0.04823735533003574,0.08245610859417078,0.0196078431372549,0.0,0.23529411764705882,0.7450980392156863,51,1
78,<class 'sklearn.ensemble._iforest.IsolationForest'>,Moraxella,0.23891109649344736,0.7858871004070691,0.38994017845195134,0.1742673359234786,0.24088242122606737,0.07407407407407407,0.0,0.2037037037037037,0.7222222222222222,54,4
72,<class 'sklearn.ensemble._iforest.IsolationForest'>,Haemophilus,0.12957391040867222,0.7768651603158792,0.08582071038627097,0.041600127175484246,0.056037184100739885,0.043209876543209874,0.030864197530864196,0.19135802469135801,0.7345679012345679,162,12
45,<class 'sklearn.cluster._dbscan.DBSCAN'>,Thermotoga,0.07745768770699296,0.7762668540901534,0.33952496221651385,0.04645485527826991,0.0817275011191038,0.0196078431372549,0.0,0.17647058823529413,0.803921568627451,102,2
48,<class 'sklearn.ensemble._iforest.IsolationForest'>,Aeropyrum,-0.026399413346370082,0.7734309162699123,0.05512581036683671,0.009751076938919133,0.0165709558682727,0.0,0.0196078431372549,0.23529411764705882,0.7450980392156863,51,1
53,<class 'sklearn.ensemble._iforest.IsolationForest'>,Arthrospira,0.06328078524687686,0.7726039985050023,0.2680836160455999,0.04402378816165864,0.07562817263101922,0.0196078431372549,0.0,0.2549019607843137,0.7254901960784313,51,1
27,<class 'sklearn.cluster._dbscan.DBSCAN'>,Lactococcus,-0.09077367563406612,0.7708547611282796,0.049380025491908175,0.03627052046444513,0.041822015379838304,0.0,0.09090909090909091,0.14545454545454545,0.7636363636363637,110,10
28,<class 'sklearn.cluster._dbscan.DBSCAN'>,Methanocaldococcus,-0.09331050012809967,0.7681754789370747,0.0493800254919071,0.03627052046444439,0.04182201537983742,0.0,0.09090909090909091,0.14545454545454545,0.7636363636363637,55,5
67,<class 'sklearn.ensemble._iforest.IsolationForest'>,Escherichia,0.10467955646291181,0.7670349562829245,0.12260942234453025,0.04303047119608267,0.06370375039236603,0.037914691943127965,0.014218009478672985,0.23222748815165878,0.7156398104265402,211,11
35,<class 'sklearn.cluster._dbscan.DBSCAN'>,Pyrococcus,0.10147293844297103,0.7662467979707233,0.3539805580445058,0.0641805417130903,0.10865986331281496,0.02912621359223301,0.0,0.18446601941747573,0.7864077669902912,103,3
40,<class 'sklearn.cluster._dbscan.DBSCAN'>,Streptococcus,-0.03880614491754914,0.7634216296176312,0.014069182266475404,0.0056985016646193725,0.00811154800378309,0.00625,0.05625,0.15625,0.78125,320,20
59,<class 'sklearn.ensemble._iforest.IsolationForest'>,Chlorobium,0.018520780057736278,0.7629906142177129,0.023619202597489817,0.0038786658693917143,0.0066631342780236425,0.00980392156862745,0.00980392156862745,0.2647058823529412,0.7156862745098039,102,2
85,<class 'sklearn.ensemble._iforest.IsolationForest'>,Salmonella,0.10580128146444269,0.7624102503476757,0.2968910662370311,0.07944548305504825,0.12534872956824278,0.038461538461538464,0.0,0.25961538461538464,0.7019230769230769,104,4
